"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL5270764";"";"None";"330.47";"0";"4.10";"235";"CCO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12";"IC50";"'='";"500.03";"nM";"6.30";"";"";"UO_0000065";"19.07";"0.36";"2.20";"14.53";"0";"CHEMBL5241250";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";""
"CHEMBL5268850";"";"None";"328.45";"0";"4.23";"259";"CCOC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12";"IC50";"'='";"749.89";"nM";"6.12";"";"";"UO_0000065";"18.65";"0.35";"1.90";"14.12";"0";"CHEMBL5241250";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";""
"CHEMBL9298";"FADROZOLE";"-1.0";"223.28";"0";"2.68";"Fadrozole";"N#Cc1ccc(C2CCCc3cncn32)cc1";"IC50";"'='";"4.5";"nM";"8.35";"";"";"UO_0000065";"37.38";"0.67";"5.67";"20.06";"1";"CHEMBL3366441";"Inhibition of human placental microsome CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352462";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";""
"CHEMBL202226";"";"None";"316.32";"0";"3.24";"11c";"N#Cc1ccc(C(c2cc3ccc(O)cc3o2)n2cncn2)cc1";"IC50";"'='";"0.56";"nM";"9.25";"";"";"UO_0000065";"29.25";"0.53";"6.01";"10.53";"0";"CHEMBL5118295";"Inhibition of aromatase in human JEG-3 cells using Androst-4-ene-3,17-dione as substrate incubated for 1 hr and measured by BCA assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5113493";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 1.0 hr";"INHIBITOR";""
"CHEMBL108483";"";"None";"449.29";"0";"1.96";"60";"N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(Br)c2)n2cnnc2)cc1";"IC50";"'='";"0.82";"nM";"9.09";"";"";"UO_0000065";"20.22";"0.46";"7.13";"7.15";"1";"CHEMBL5228414";"Inhibition of aromatase in human JEG-3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5226328";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL3219070";"";"None";"275.31";"0";"2.93";"5";"O=c1c2ccccc2[nH]c2c(Cn3ccnc3)cccc12";"Inhibition";"'='";"95.5";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3225085";"Inhibition of CYP19 isolated from microsomal fraction of human term placental tissue using [1beta-3H] androstenedione as substrate at 2 uM preincubated for 5 mins followed by enzyme addition measured after 20 mins by beta scintillation counting analysis relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217591";"1";"Scientific Literature";"Medchemcomm";"2012";"None";"";"";""
"CHEMBL3219071";"";"None";"275.31";"0";"2.93";"6";"O=c1c2ccccc2[nH]c2ccc(Cn3ccnc3)cc12";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3225086";"Inhibition of CYP19 isolated from microsomal fraction of human term placental tissue using [1beta-3H] androstenedione as substrate preincubated for 5 mins followed by enzyme addition measured after 20 mins by beta scintillation counting analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217591";"1";"Scientific Literature";"Medchemcomm";"2012";"None";"";"";""
"CHEMBL4454710";"";"None";"300.38";"0";"2.95";"15";"Cc1ccc(S(=O)(=O)NCc2ccc3[nH]ccc3c2)cc1";"Inhibition";"'='";"33.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4316315";"Inhibition of recombinant human aromatase at 1 uM preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorimetric assay relative to letrozole";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4312030";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"";""
"CHEMBL1371590";"";"None";"300.38";"0";"2.69";"23";"O=S(=O)(NCCc1c[nH]c2ccccc12)c1ccccc1";"Inhibition";"'='";"109.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4316315";"Inhibition of recombinant human aromatase at 1 uM preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorimetric assay relative to letrozole";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4312030";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"";""
"CHEMBL4464506";"";"None";"314.41";"0";"2.83";"22";"O=S(=O)(Cc1ccccc1)NCCc1c[nH]c2ccccc12";"IC50";"'='";"750.0";"nM";"6.12";"";"";"UO_0000065";"19.48";"0.38";"3.29";"9.89";"0";"CHEMBL4316316";"Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorimetric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4312030";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"";""
"CHEMBL5273492";"";"None";"344.41";"0";"3.95";"2a";"CCC#CCOc1ccc(C(=O)c2ccc(Cn3ccnc3)cc2)cc1";"IC50";"'='";"1425.0";"nM";"5.85";"";"";"UO_0000065";"16.97";"0.31";"1.90";"13.25";"0";"CHEMBL5249083";"Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5247591";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 1.167 hr";"INHIBITOR";""
"CHEMBL5176279";"";"None";"369.45";"0";"3.86";"2q";"CCOC(=O)Cc1csc(N/N=C/c2ccc3cc(OC)ccc3c2)n1";"IC50";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"20.32";"0.39";"3.65";"10.31";"0";"CHEMBL5157477";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5154692";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL5184829";"";"None";"373.42";"0";"3.12";"7aa";"O=C(Nc1ccc2[nH]ncc2c1)[C@]12ON=C(c3cccnc3)[C@H]1[C@@H]1CC[C@H]2C1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5130158";"Inhibition of human placental microsome CYP19 using [1beta-3H]-androstenedione as substrate";"A";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5126611";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"";""
"CHEMBL1093458";"ENDOXIFEN";"3.0";"373.50";"1";"5.36";"48";"CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1";"IC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"13.98";"0.25";"-0.14";"12.59";"1";"CHEMBL3820547";"Inhibition of human placental microsomal aromatase using testosterone as substrate assessed as formation of estradiol after 10 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3817793";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";""
"CHEMBL3415155";"";"None";"280.31";"0";"2.88";"7";"Cc1nnc2n1-c1c(F)cc(-c3cccnc3)cc1CC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3418344";"Inhibition of CYP19 in human placental microsomes using [1beta-3H]androstenedione substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414516";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";""
"CHEMBL5268215";"";"None";"430.63";"1";"7.04";"186";"C[C@]12CCC(=O)C=C1C(CCCCCc1ccccc1)=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"299.92";"nM";"6.52";"";"";"UO_0000065";"15.15";"0.28";"-0.52";"19.11";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5266109";"";"None";"334.89";"0";"4.70";"290";"C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CCCl)[C@@H]1CCC2=O";"IC50";"'='";"7998.34";"nM";"5.10";"";"";"UO_0000065";"15.22";"0.30";"0.40";"14.93";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5273116";"";"None";"322.40";"0";"3.98";"301";"C[C@]12C[C@@H](F)C(=O)C=C1[C@H](F)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"18.61";"0.36";"2.02";"17.57";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5273506";"";"None";"338.39";"0";"3.30";"310";"C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C(O)C[C@@]43C(F)F)[C@@H]1CCC2=O";"IC50";"'='";"3801.89";"nM";"5.42";"";"";"UO_0000065";"16.02";"0.31";"2.12";"9.97";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5290788";"";"None";"300.40";"0";"3.27";"329; 340, 504";"C[C@]12CCC(=O)C=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"279.9";"nM";"6.55";"";"";"UO_0000065";"21.81";"0.41";"3.28";"12.80";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL3752174";"";"None";"390.55";"1";"5.76";"331";"C[C@]12C=CC(=O)C(Sc3ccccc3)=C1C=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"65.01";"nM";"7.19";"";"";"UO_0000065";"18.40";"0.35";"1.43";"21.05";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL1630276";"";"None";"286.46";"1";"5.15";"384";"C[C@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"1798.87";"nM";"5.75";"";"";"UO_0000065";"20.06";"0.37";"0.60";"33.66";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL1630263";"";"None";"392.54";"1";"6.09";"391";"C[C@]12CCCC(OC(=O)c3ccccc3)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"639.73";"nM";"6.19";"";"";"UO_0000065";"15.78";"0.29";"0.10";"14.28";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL3752460";"";"None";"296.41";"0";"4.03";"419";"CC[C@]12C=CC(=O)C=C1C=C[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12";"IC50";"'='";"359.75";"nM";"6.44";"";"";"UO_0000065";"21.74";"0.40";"2.41";"18.88";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5266594";"";"None";"312.41";"0";"3.21";"357";"C[C@]12CCC(=O)c3[nH]nc(c31)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"236.05";"nM";"6.63";"";"";"UO_0000065";"21.21";"0.39";"3.42";"10.55";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL1630267";"";"None";"304.43";"0";"2.85";"379";"C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O";"IC50";"'='";"939.72";"nM";"6.03";"";"";"UO_0000065";"19.80";"0.37";"3.18";"10.48";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL3349656";"";"None";"376.54";"1";"5.56";"472";"C[C@]12CCC(=O)C=C1C[C@H](Cc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"44.46";"nM";"7.35";"";"";"UO_0000065";"19.53";"0.36";"1.79";"21.53";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5281465";"";"None";"274.45";"0";"4.70";"534";"C[C@]12CCCCC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(O)CC[C@@H]12";"IC50";"'='";"29991.63";"nM";"4.52";"";"";"UO_0000065";"16.48";"0.31";"-0.18";"22.36";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5288289";"";"None";"286.42";"0";"4.09";"537";"C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]43C=O)[C@@H]1CCC2=O";"IC50";"'='";"8994.98";"nM";"5.05";"";"";"UO_0000065";"17.62";"0.33";"0.96";"14.78";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5289821";"";"None";"302.41";"0";"3.06";"548";"C[C@]12CCC[C@H](O)C1=CC(=O)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"6295.06";"nM";"5.20";"";"";"UO_0000065";"17.20";"0.32";"2.14";"9.57";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5278253";"";"None";"314.38";"0";"2.45";"552";"C[C@]12CC[C@H]3[C@@H](C(=O)C=C4C(=O)CCC[C@@]43C=O)[C@@H]1CCC2=O";"IC50";"'='";"51050.5";"nM";"4.29";"";"";"UO_0000065";"13.65";"0.25";"1.84";"6.29";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5278675";"";"None";"302.41";"0";"3.06";"557";"C[C@]12CC[C@H]3[C@@H](CC(=O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O";"IC50";"'='";"5794.29";"nM";"5.24";"";"";"UO_0000065";"17.32";"0.33";"2.18";"9.63";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL1835547";"";"None";"298.38";"0";"3.63";"568";"C[C@]12CC[C@@H]3c4cc(C=O)c(O)cc4CC[C@H]3[C@@H]1CCC2=O";"IC50";"'='";"10990.06";"nM";"4.96";"";"";"UO_0000065";"16.62";"0.31";"1.33";"9.12";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5184565";"";"None";"285.39";"0";"3.40";"571";"C[C@]12CC[C@@H]3c4cc(N)c(O)cc4CC[C@H]3[C@@H]1CCC2=O";"IC50";"'='";"30974.19";"nM";"4.51";"";"";"UO_0000065";"15.80";"0.29";"1.11";"7.12";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL3754455";"";"None";"360.50";"1";"5.60";"583";"C[C@]12CC[C@@H]3c4ccc(O)cc4[C@@H](Cc4ccccc4)C[C@H]3[C@@H]1CCC2=O";"IC50";"'='";"3499.45";"nM";"5.46";"";"";"UO_0000065";"15.13";"0.28";"-0.14";"14.63";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL3753034";"";"None";"286.42";"0";"4.17";"598";"C[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)[C@@H](O)CC[C@@H]23)c2ccc(O)cc21";"IC50";"'='";"60953.69";"nM";"4.21";"";"";"UO_0000065";"14.72";"0.27";"0.04";"10.42";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5286151";"";"None";"386.54";"1";"5.22";"445";"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C3=NN[C@H](c4ccccc4)[C@H]3C[C@@H]12";"IC50";"'='";"3013.01";"nM";"5.52";"";"";"UO_0000065";"14.28";"0.26";"0.30";"13.32";"0";"CHEMBL5241250";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";""
